X1,anger,disgust,fear,joy,sadness,analytical,confident,tentative,openness,conscientiousness,extraversion,agreeableness,emotional_range
We have to buy a lot of those ads. ,0.04,0.07,0.03,0.11,0.1,0,0,0,0.3,0.55,0.12,0.6,0.82
It's not negative; it's positive. ,0.04,0.03,0.06,0.11,0.1,0,0,0,0.43,0.27,0.52,0.59,0.15
 It's not your desires. ,0.04,0.03,0.06,0.11,0.1,0,0,0,0.45,0.28,0.5,0.58,0.36
There'll be no airplanes flying. ,0.04,0.03,0.06,0.11,0.1,0,0,0,0.37,0.26,0.5,0.55,0.23
This chemical scum has universality. ,0.04,0.03,0.1,0.11,0.1,0,0,0,0.53,0.3,0.61,0.53,0.24
There is virtually no handrail. ,0.04,0.03,0.06,0.11,0.1,0,0,0,0.71,0.36,0.57,0.45,0.45
Not as the myth is. ,0.04,0.03,0.06,0.11,0.1,0,0,0,0.81,0.3,0.53,0.4,0.57
They all had hemorrhagic smallpox. ,0.04,0.03,0.06,0.11,0.1,0,0,0,0.64,0.53,0.42,0.4,0.35
They've never heard of telephony. ,0.04,0.03,0.06,0.11,0.1,0,0,0,0.3,0.14,0.17,0.4,0.03
This is a kenaf clinic. ,0.04,0.03,0.06,0.11,0.1,0,0,0,0.56,0.19,0.53,0.37,0.1
They have evolved over millennia. ,0.04,0.03,0.06,0.11,0.1,0,0,0,0.79,0.36,0.37,0.32,0.19
This is not my planet. ,0.04,0.03,0.06,0.11,0.1,0,0,0,0.53,0.27,0.34,0.22,0.23
"Because it's one of those things that goes deep with people, am I right?",0.03,0.01,0.05,0.11,0.1,0.56,0,0,0.87,0.05,0.03,0.74,0.02
"""I'm better off physically, financially, mentally ... ",0.02,0.07,0.08,0.11,0.1,0,0,0,0.23,0.27,0.54,0.6,0.12
With our minds we can rationalize anything. ,0.07,0.01,0.08,0.11,0.09,0,0,0,0.56,0.64,0.55,0.69,0.32
"Using straw bale construction, creating heat walls. ",0.05,0.03,0.06,0.11,0.09,0.76,0,0,0.48,0.25,0.56,0.51,0.63
""" No! You just get the reduction. ",0.05,0.02,0.06,0.11,0.09,0,0,0,0.27,0.38,0.64,0.4,0.77
"I'm happy without it."" Gosh. ",0.04,0.02,0.06,0.11,0.09,0,0,0,0,0.2,0.43,0.66,0.03
We declared smallpox eradicated in 1980. ,0.04,0.02,0.06,0.11,0.09,0,0,0,0.29,0.42,0.45,0.57,0.15
These are the quintiles of Uganda. ,0.04,0.02,0.06,0.11,0.09,0,0,0,0.67,0.32,0.61,0.48,0.2
"That's not a huge amount of people reading, but 28 people matter. ",0.04,0.08,0.02,0.11,0.09,0,0,0,0.73,0.01,0.21,0.36,0.01
Then the next person came to him: Campbell's Soup. ,0.02,0.02,0.06,0.11,0.09,0.42,0,0,0.21,0.3,0.08,0.77,0.33
"And by raising levels of serotonin, you suppress the dopamine circuit. ",0.02,0.02,0.05,0.11,0.09,0,0,0,0.89,0.63,0.58,0.47,0.46
"And I'm sure every one of you has done this at some point in your lives, or one of your children. ",0.01,0,0.01,0.11,0.09,0,0,0,0.86,0.79,0.4,0.87,0.33
"And these kids, their first English word is ""Google"" and they only know Skype. ",0.01,0.02,0.02,0.11,0.09,0,0,0,0.44,0.56,0.29,0.03,0.68
""" And my dad said, ""Yeah, but, honey, I think that's technically just between Thanksgiving and Christmas."" And my mother said, ""Oh, Bob, stop it. ",0,0,0.01,0.11,0.09,0,0,0,0.55,0.82,0.75,0.99,0.78
"First, it represented his identity; he was a shepherd. ",0.09,0.01,0.12,0.11,0.08,0,0,0,0.86,0.33,0.39,0.55,0.74
 We want to see the change. ,0.07,0.03,0.09,0.11,0.08,0,0,0,0.08,0.47,0.24,0.63,0.3
These are cell phones of the future. ,0.02,0.01,0.14,0.11,0.08,0,0,0,0.35,0.29,0.54,0.49,0.37
"If intergalactic space is capable of creating an open-ended stream of explanations, then so is almost every other environment, so is the Earth. ",0.01,0,0.02,0.11,0.08,0.35,0,0,0.78,0.03,0.07,0,0.08
And so my TED wish is based on the common denominator of these experiences. ,0,0,0.13,0.11,0.08,0,0,0,0.76,0.06,0.84,0.31,0.11
 Microsoft actually did this experiment. ,0.31,0.04,0.06,0.11,0.07,0,0,0,0.22,0.31,0.32,0.48,0.54
Will you be my power plug?,0.04,0.02,0.2,0.11,0.07,0,0,0,0.54,0.46,0.65,0.66,0.77
"So he's going, ""What's in your hand?",0.04,0.1,0.49,0.11,0.07,0,0,0,0.07,0.06,0.68,0.53,0.07
We're talking about books on hypergeometric partial differential equations. ,0.03,0.02,0.07,0.11,0.07,0,0,0,0.92,0.01,0.75,0.49,0
And it's something that we didn't think was possible. ,0.02,0.01,0.1,0.11,0.07,0,0,0,0.58,0.3,0.05,0.79,0.44
"Here in Uganda, development aid. ",0.02,0.05,0.06,0.11,0.07,0,0,0,0.22,0.27,0.53,0.61,0.18
"Those are from ""The Purpose Driven Life.""And I want to turn now, briefly, to talk about that book, which I've read. ",0.01,0,0.04,0.11,0.07,0,0,0,0.87,0.25,0.02,0.82,0.12
"The one physical system, the brain, contains an accurate working model of the other, the quasar. ",0.01,0,0.05,0.11,0.07,0,0,0,0.96,0.36,0.18,0.1,0.57
I want to do stuff like that.This is a new chair which should come on the market in September. ,0.01,0,0.04,0.11,0.07,0,0,0,0.55,0.89,0.26,0.04,0.55
"You don't work in your self-interest all the time, because when emotion comes into it, the wiring changes in the way it functions. ",0.01,0,0.03,0.11,0.07,0,0,0,0.47,0.45,0.59,0.02,0.38
"I found this sign as I was driving to Maine recently, in front of a church: ""Good without God becomes zero."" Sort of cute. ",0,0,0.02,0.11,0.07,0,0,0,0.6,0,0.27,0.86,0.2
"And I think it's the coolest thing, and it's even lower tech than what you just saw, if you can imagine such a thing. ",0,0.01,0.03,0.11,0.07,0,0,0,0.5,0.05,0.23,0.39,0.37
"I would spend hours looking at the connections, saying, ""Oh, the little kid up at the top has red hair; so does that first generation up there."" And it's just these little things. ",0,0,0.02,0.11,0.07,0,0,0,0.24,0.02,0.66,0.26,0.34
"And the idea is to launch with enough scale that the scale itself helps bring the price down, and that's why I said seven to 10 million there. ",0,0,0.01,0.11,0.07,0,0,0,0.84,0.3,0.5,0.18,0.88
The kids actually get involved in mapping out where the community center should be. ,0.05,0.01,0.03,0.11,0.06,0,0,0,0.66,0.28,0.65,0.48,0.56
One: I want to speak as early in the morning as possible. ,0.03,0.01,0.04,0.11,0.06,0,0,0,0.01,0.26,0.07,0.55,0.12
"Let's re-brand global warming, as many of you have suggested. ",0.02,0.02,0.04,0.11,0.06,0.07,0,0,0.72,0.48,0.87,0.71,0.62
So it's not a matter of whether it's going to happen. ,0.02,0,0.23,0.11,0.06,0,0,0,0.12,0.14,0.02,0.5,0.08
"The same type of mark-up, like MathML, for chemistry. ",0.02,0.03,0.05,0.11,0.06,0,0,0,0.81,0.38,0.47,0.04,0.19
"And then what happens is, sometimes I absolutely can't draw or I can't compose at all, and then it's like there's too much on your mind. ",0.01,0,0.02,0.11,0.06,0,0,0,0.23,0.02,0.02,0.49,0
"It's because when you live on four dollars a day, you're living on survival and you have to be sustainable. ",0.01,0,0.04,0.11,0.06,0,0,0,0.13,0.73,0.81,0.43,0.75
A marble statue could wave its hand at us; the atoms that make up its crystalline structure are all vibrating back and forth anyway. ,0.01,0,0.04,0.11,0.06,0,0,0,0.99,0.53,0.79,0.29,0.39
"People, volunteers and even companies that are translating materials into Asian languages like Chinese, Japanese and Thai, to spread the knowledge even further.OK, what about people who are mixing?",0.01,0,0,0.11,0.06,0,0,0,0.86,0.4,0.88,0.11,0.27
"And I used to be one, so there.(Laughter)And I like university professors, but you know, we shouldn't hold them up as the high-water mark of all human achievement. ",0,0,0.01,0.11,0.06,0,0,0,0.62,0.74,0.08,0.68,0.36
You saw that they found SARS using their Chinese web crawler a full six weeks before they found it using their English web crawler. ,0,0,0.02,0.11,0.06,0,0,0,0.38,0.62,0.09,0.08,0.87
"We're not talking about Harry Potter, right?",0.07,0.05,0.04,0.11,0.05,0,0,0,0.56,0.14,0.63,0.6,0.02
(Laughter)Would God force you to get your old nose back?,0.05,0.02,0.11,0.11,0.05,0,0,0,0.23,0.29,0.56,0.92,0.19
"We put together, very quickly, a washroom. ",0.05,0.04,0.04,0.11,0.05,0,0,0,0.16,0.35,0.23,0.82,0.15
"Lean, efficient things. ",0.03,0.02,0.03,0.11,0.05,0,0,0,0.27,0.27,0.54,0.6,0.31
"They get the name of the gang behind them, for merchandising and marketing. ",0.03,0.04,0.08,0.11,0.05,0,0,0,0.95,0.81,0.82,0.19,0.95
Again and again biologists are fascinated with the brilliance of what's discovered. ,0.02,0.01,0.08,0.11,0.05,0,0,0,0.95,0.56,0.8,0.51,0.06
"But when it's backlit, it's color. ",0.02,0,0.06,0.11,0.05,0,0,0,0.73,0.34,0.22,0.47,0.2
And it's going to have an impact.I generally give a whole lecture on the impact of women on the business community. ,0.02,0.01,0.01,0.11,0.05,0,0,0,0.74,0.49,0.85,0.2,0.38
"They held that baby in front of their face, cajoling it, reprimanding it, educating it with words. ",0.01,0.06,0.04,0.11,0.05,0,0,0,0.89,0.35,0.84,0.74,0.3
That's what I do.This is a show that's currently on in Tokyo. ,0,0.01,0.02,0.11,0.05,0,0,0,0.62,0.23,0.7,0.39,0.61
" If you don't raise your hand, you've had other shit, too. ",0.53,0.06,0.09,0.11,0.04,0,0,0,0.27,0.57,0.78,0.62,0.66
"If he was a car designer, phew, we'd all be driving one. ",0.07,0.01,0.09,0.11,0.04,0.59,0,0,0.46,0.52,0.56,0.87,0.59
"But you may, you may. ",0.04,0.02,0.2,0.11,0.04,0,0,0,0.34,0.3,0.52,0.63,0.52
"This is TED, and I want to talk about design. ",0.03,0.01,0.09,0.11,0.04,0,0,0,0.85,0.51,0.81,0.87,0.02
""" Why would God wire you to do something and then not have you do it?",0.02,0.01,0.1,0.11,0.04,0,0,0,0.23,0.89,0.31,0.89,0.87
""" What does a ""typical"" place in the universe look like?",0.02,0.07,0.03,0.11,0.04,0,0,0,0.75,0.08,0.68,0.17,0.7
"They're human issues.I wanted to tell Michael before he spoke that I really appreciate what he does, because it makes my life work a whole lot easier. ",0.01,0,0.01,0.11,0.04,0,0,0,0.32,0,0,0.75,0.12
"And he made an outrageous prediction that smallpox would be eradicated, and that this was God's gift to humanity, because of the hard work of dedicated scientists. ",0.01,0,0.02,0.11,0.04,0,0,0,0.99,0.94,0.21,0.73,0.68
"So they in the morning will do something in arena, then they'll do something in proscenium and so forth. ",0.01,0,0.05,0.11,0.04,0,0,0,0.28,0.3,0.32,0.66,0.11
My agency is working closely with Columbia University and others to shine a light on these issues.Now let's get this straight: I am not anti-development. ,0.01,0,0.01,0.11,0.04,0,0,0,0.91,0.92,0.89,0.44,0.32
"I won't put you at a test here, but it's Turkey, which is highest there, Poland, Russia, Pakistan and South Africa. ",0.01,0,0.11,0.11,0.04,0,0,0,0.23,0.57,0.07,0.4,0.38
"The Wireless Watch flopped miserably in the market, but it wasn't because it wasn't simply and beautifully designed. ",0.01,0,0.06,0.11,0.04,0,0,0,0.69,0.12,0.04,0.11,0.38
"Right now we're separated by about 25 feet of water, but this link will change that.As we nurture the natural environment, its abundance will give us back even more. ",0,0,0.01,0.11,0.04,0,0,0,0.95,1,0.44,0.92,0.39
"They never passed on any of the wealth, So everybody got stuck at that $3.50-an-hour job, and it turned out to be a disaster.The other thing the gang was very good at was marketing and trickery. ",0,0,0.05,0.11,0.04,0,0,0,0.72,0.69,0.82,0.25,0.8
So we clearly need some kind of idea of quality control and this is really where the idea of review and peer review comes in. ,0,0,0.04,0.11,0.04,0,0,0,0.98,0.49,0.59,0.23,0.08
"And I said, ""Well, they don't all hate it.""(Laughter)But I think there's going to be huge impacts. ",0.06,0,0.04,0.11,0.03,0,0,0,0.52,0.27,0.01,0.96,0.01
I'm going to take you on a journey very quickly. ,0.03,0.01,0.06,0.11,0.03,0,0,0,0.04,0.24,0.34,0.88,0.1
And you can see that it's a lot cleaner burning of a cooking fuel. ,0.03,0,0.12,0.11,0.03,0,0,0,0.83,0.53,0.49,0.3,0.83
"For example, somebody wrote, ""Hey Ze, if you ever come to Boulder, you should rock out with us,"" and I said, ""Why wait?",0.02,0,0.02,0.11,0.03,0,0,0,0.68,1,1,1,0.93
This is the world distribution of income of people. ,0.02,0.04,0.07,0.11,0.03,0,0,0,0.55,0.27,0.56,0.36,0.6
We didn't know whether it would be able to get out there. ,0.01,0,0.03,0.11,0.03,0,0,0,0.12,0.66,0.1,0.92,0.68
" Well, at enormous expense, TED has arranged a high-resolution immersion virtual reality rendering of the view from intergalactic space. ",0.01,0,0.02,0.11,0.03,0,0,0,0.67,0.16,0.4,0.2,0.46
"Here, we have high-income countries in the OECD.And we get the whole pattern here of the world, which is more or less like this. ",0.01,0,0.08,0.11,0.03,0,0,0,0.8,0.59,0.07,0.01,0.58
"I started out by trying to figure out what romantic love was by looking at the last 45 years of the psychological research and as it turns out, there's a very specific group of things that happen when you fall in love. ",0,0,0.02,0.11,0.03,0,0,0,0.9,0.42,0.66,0.96,0.17
"And what's interesting about this is the New York Times website is a huge, enormous corporate operation with I have no idea how many hundreds of employees. ",0,0,0.01,0.11,0.03,0,0,0,0.94,0.51,0.99,0.72,0.74
And I think that this is an extraordinarily interesting area because there is tremendous area under this long tail in publishing. ,0,0,0.03,0.11,0.03,0,0,0,1,0.23,0.8,0.59,0.43
""" Well, I first discovered that the textbook was Tintin, mainly.(Laughter)And they said, ""The world is still 'we' and 'them.' And 'we' is Western world and 'them' is Third World."" ""And what do you mean with Western world?",0,0,0.02,0.11,0.03,0,0,0,0.98,0.97,0.36,0.46,0.68
"So our engineering students went to work on it and with some very simple changes, they were able to triple the throughput of this device. ",0,0,0.02,0.11,0.03,0,0,0,0.42,0.99,0.57,0.34,0.68
"Any such cube anywhere in the universe could become the same kind of hub that we are, if the knowledge of how to do so were present there. ",0.01,0,0.03,0.11,0.02,0,0,0.31,0.89,0.44,0.26,0.29,0.62
"Of course, I hope I can memorize it.(Clears throat)The violin is made of a wood box and four metal strings. ",0.01,0,0.11,0.11,0.02,0,0,0,0.98,0.23,0.01,0.06,0.41
"Impressionism being the most valuable art form on the planet as we know it: 100 million dollars, easily, for a Monet.I use, now, a whole new process. ",0,0,0.02,0.11,0.02,0,0,0,0.46,0.61,0.31,0.09,0.84
"And for a lot of people in the world, if I give you an encyclopedia that's written at a university level, it doesn't do you any good without a whole host of literacy materials to build you up to the point where you can actually use it. ",0,0,0.01,0.11,0.02,0,0,0,0.6,0.49,0.23,0.09,0.84
It represents your income: you're making a lot of money off that little ball. ,0.04,0.01,0.2,0.11,0.01,0,0,0,0.62,0.02,0.91,0.25,0.79
Pre-sweat the details for your audience. ,0.02,0.12,0.23,0.11,0.01,0,0,0,0.33,0.4,0.5,0.53,0.7
"And there was a passage in it which he did not present here and I think it is so good, I'm going to read it to you: ""Over billions of years on a unique sphere, chance has painted a thin covering of life: complex, improbable, wonderful and fragile. ",0,0,0.01,0.11,0.01,0,0,0,0.97,0.53,0.4,0.84,0.27
"Our information is so peculiar in detail, so that cannot be searched as others can be searched. ",0,0,0.01,0.11,0.01,0,0,0,0.56,0.41,0.67,0.77,0.14
"But you know, it's kind of a collaboration between me and the fans, so I said, ""Sure.""[rocking out naked](Video) (Music)(Laughter)I hear a lot of you whispering.(Laughter)And I know what you're saying, ""Holy crap! How is his presentation so smooth?",0,0,0.01,0.11,0,0,0,0,0.89,0,0.51,1,0
"I think if you had told me when I was younger that I was going to grow up, and be in shoe stores, and people would scream out, ""There she is, the Vagina Lady!"" I don't know that that would have been my life ambition.(Laughter)But I want to talk a little bit about happiness, and the relationship to this whole vagina journey, because it has been an extraordinary journey that began eight years ago. ",0,0,0,0.11,0,0,0,0,0.73,0,0.08,0.92,0.04
"It's amazing, but the top level of the gang, they actually call themselves the ""Board of Directors.""(Laughter)And Sudhir says it's not like these guys had a very sophisticated view of what happened in American corporate life, but they had seen movies like ""Wall Street,"" and they had learned a little bit about what it was like to be in the real world. ",0,0,0,0.11,0,0,0,0,0.94,0.05,0.51,0.08,0.54
All of that stuff is just on Wiki pages. ,0.02,0.02,0.02,0.1,0.21,0,0.85,0,1,0.83,0.74,0.28,0.74
All the guys in the rugby team couldn't understand. ,0.09,0.02,0,0.1,0.15,0,0.85,0,0.1,0.17,0.53,0.27,0.23
Total variety and uncertainty. ,0.16,0.06,0.05,0.1,0.07,0,0.85,0,0.6,0.27,0.54,0.59,0.23
"Every time you read it or say it, you make another copy in your brain. ",0.04,0.01,0.1,0.1,0.13,0,0.7,0,0.67,0.94,0.21,0.84,0.89
Wait a minute. ,0.23,0.08,0.09,0.1,0.54,0,0,0,0.01,0.28,0.51,0.59,0.25
The ant isn't alone. ,0.05,0.02,0.21,0.1,0.51,0,0,0,0.02,0.11,0.3,0.32,0.02
That's not what we say. ,0.1,0.09,0.12,0.1,0.5,0,0,0,0.37,0.45,0.27,0.61,0.7
She's 70 years old. ,0.09,0.28,0.06,0.1,0.46,0,0,0,0.09,0.27,0.53,0.6,0.18
We could make a similar scale of improbabilities; nothing is totally impossible. ,0.01,0,0.02,0.1,0.45,0,0,0,0.92,0.07,0.13,0.45,0.05
So that piece disappears. ,0.09,0.11,0.16,0.1,0.35,0,0,0,0.67,0.27,0.5,0.59,0.2
"What I see is many, many inventors. ",0.01,0.02,0.03,0.1,0.33,0,0,0,0.37,0.19,0.26,0.8,0.06
None of the haikus were written by the same person. ,0.08,0.01,0.01,0.1,0.32,0,0,0,0.99,0.33,0.4,0.64,0.53
 Remember that old chestnut?,0.04,0.04,0.11,0.1,0.32,0,0,0,0.31,0.27,0.58,0.61,0.47
"This is many years ago, back in the early 70s. ",0.01,0.01,0.08,0.1,0.26,0,0,0,0.02,0.77,0.08,0.3,0.45
 We all know how to think. ,0.13,0.01,0.1,0.1,0.25,0,0,0,0.08,0.68,0.54,0.78,0.71
"There, the Internet is coming. ",0.12,0.02,0.11,0.1,0.25,0,0,0,0.58,0.3,0.64,0.29,0.81
 Different than most people. ,0.09,0.09,0.05,0.1,0.24,0,0,0,0.52,0.26,0.52,0.58,0.22
It was released at SIGGRAPH last year. ,0.04,0.02,0.06,0.1,0.23,0,0,0,0.12,0.51,0.12,0.39,0.62
"When they finish high school, I will send them to America to study there. ",0.01,0.01,0.08,0.1,0.22,0,0,0,0.03,0.95,0.18,0.54,0.85
"So, we started doing that, and each year we would raise our tithe one percent. ",0.01,0,0.05,0.1,0.21,0,0,0,0.25,0.95,0.45,0.83,0.69
"My father made three decisions, I know what they were, briefly. ",0.09,0.01,0.04,0.1,0.2,0,0,0,0.42,0.48,0.21,0.91,0.57
Madonna was still a brunette. ,0.05,0.03,0.08,0.1,0.19,0,0,0,0.65,0.23,0.62,0.6,0.29
No one ever bought it. ,0.05,0.07,0.03,0.1,0.19,0,0,0,0.01,0.23,0.06,0.38,0.5
"I went out to Alcatraz, and I lived on the island for several weeks. ",0.02,0.01,0.11,0.1,0.19,0,0,0,0.17,0.48,0.05,0.22,0.4
We have about 125 people internationally. ,0.08,0.12,0.05,0.1,0.18,0,0,0,0.5,0.35,0.57,0.61,0.26
Open up entire portions for different kinds of events. ,0.05,0.01,0.03,0.1,0.18,0,0,0,0.77,0.28,0.42,0.25,0.06
""" Now, if I gave you this problem to do, you would all say, it's very simple. ",0.03,0,0.07,0.1,0.18,0,0,0,0.4,0.99,0.21,1,0.86
"And, you know, it's the same picture; it's basically the same person.Only a couple of people read it. ",0.01,0.03,0.02,0.1,0.18,0.18,0,0,0.86,0.21,0.02,0.42,0.23
"Put one in every favela, every slum settlement. ",0.11,0.05,0.11,0.1,0.16,0,0,0,0.21,0.29,0.5,0.4,0.57
Help me fight for environmental and economic justice. ,0.08,0.01,0.09,0.1,0.16,0,0,0,0.53,0.36,0.64,0.67,0.21
I believe there are six human needs. ,0.06,0.02,0.08,0.1,0.16,0,0,0,0.34,0.16,0.16,0.42,0.01
"The balconies all move to go between those configurations, but they also disappear. ",0.02,0.01,0.17,0.1,0.16,0,0,0,0.39,0.39,0,0.25,0.25
